,eyeAct,uAct,uPow,lAct,lPow,img,round
4558,neutral,neutral,0.0,neutral,0.0,neutral,0
4559,neutral,neutral,0.0,neutral,0.0,neutral,0
4560,neutral,neutral,0.0,neutral,0.0,neutral,0
4561,neutral,neutral,0.0,neutral,0.0,neutral,0
4562,neutral,neutral,0.0,neutral,0.0,neutral,0
4563,neutral,neutral,0.0,neutral,0.0,neutral,0
4564,neutral,neutral,0.0,neutral,0.0,neutral,0
4565,neutral,neutral,0.0,neutral,0.0,neutral,0
4566,neutral,neutral,0.0,neutral,0.0,neutral,0
4567,neutral,neutral,0.0,neutral,0.0,neutral,0
4568,neutral,neutral,0.0,neutral,0.0,neutral,0
4569,neutral,neutral,0.0,neutral,0.0,neutral,0
4570,neutral,neutral,0.0,neutral,0.0,neutral,0
4571,neutral,neutral,0.0,neutral,0.0,neutral,0
4572,neutral,neutral,0.0,neutral,0.0,neutral,0
4573,neutral,neutral,0.0,neutral,0.0,neutral,0
4574,neutral,neutral,0.0,neutral,0.0,neutral,0
4575,neutral,neutral,0.0,neutral,0.0,neutral,0
4576,neutral,neutral,0.0,neutral,0.0,neutral,0
4577,neutral,neutral,0.0,neutral,0.0,neutral,0
4578,neutral,neutral,0.0,neutral,0.0,neutral,0
4579,neutral,neutral,0.0,neutral,0.0,neutral,0
4580,neutral,neutral,0.0,neutral,0.0,neutral,0
4581,neutral,neutral,0.0,neutral,0.0,neutral,0
4582,neutral,neutral,0.0,neutral,0.0,neutral,0
4583,neutral,neutral,0.0,neutral,0.0,neutral,0
4584,neutral,neutral,0.0,neutral,0.0,neutral,0
4585,neutral,neutral,0.0,neutral,0.0,neutral,0
4586,neutral,neutral,0.0,neutral,0.0,neutral,0
4587,neutral,neutral,0.0,neutral,0.0,neutral,0
4588,neutral,neutral,0.0,neutral,0.0,neutral,0
4589,neutral,neutral,0.0,neutral,0.0,neutral,0
4590,neutral,neutral,0.0,neutral,0.0,neutral,0
4591,neutral,neutral,0.0,neutral,0.0,neutral,0
4592,neutral,neutral,0.0,neutral,0.0,neutral,0
4593,neutral,neutral,0.0,neutral,0.0,neutral,0
4594,neutral,neutral,0.0,neutral,0.0,neutral,0
4595,neutral,neutral,0.0,neutral,0.0,neutral,0
4596,neutral,neutral,0.0,neutral,0.0,neutral,0
4597,neutral,neutral,0.0,neutral,0.0,neutral,0
4598,neutral,neutral,0.0,neutral,0.0,neutral,0
4599,neutral,neutral,0.0,neutral,0.0,neutral,0
4600,neutral,neutral,0.0,neutral,0.0,neutral,0
4601,neutral,neutral,0.0,neutral,0.0,neutral,0
4602,neutral,neutral,0.0,neutral,0.0,neutral,0
4603,neutral,neutral,0.0,neutral,0.0,neutral,0
4604,neutral,neutral,0.0,neutral,0.0,neutral,0
4605,neutral,neutral,0.0,neutral,0.0,neutral,0
4606,neutral,neutral,0.0,neutral,0.0,neutral,0
4607,neutral,neutral,0.0,neutral,0.0,neutral,0
4608,neutral,neutral,0.0,neutral,0.0,neutral,0
4609,neutral,neutral,0.0,neutral,0.0,neutral,0
4610,neutral,neutral,0.0,neutral,0.0,neutral,0
4611,neutral,neutral,0.0,neutral,0.0,neutral,0
4612,neutral,neutral,0.0,neutral,0.0,neutral,0
4613,neutral,neutral,0.0,neutral,0.0,neutral,0
4614,neutral,neutral,0.0,neutral,0.0,neutral,0
4615,neutral,neutral,0.0,neutral,0.0,neutral,0
4616,neutral,neutral,0.0,neutral,0.0,neutral,0
4617,neutral,neutral,0.0,neutral,0.0,neutral,0
4618,neutral,neutral,0.0,neutral,0.0,neutral,0
4619,neutral,neutral,0.0,neutral,0.0,neutral,0
4620,neutral,neutral,0.0,neutral,0.0,neutral,0
4621,neutral,neutral,0.0,neutral,0.0,neutral,0
4622,neutral,neutral,0.0,neutral,0.0,neutral,0
4623,neutral,neutral,0.0,neutral,0.0,neutral,0
4624,neutral,neutral,0.0,neutral,0.0,neutral,0
4625,neutral,neutral,0.0,neutral,0.0,neutral,0
4626,neutral,neutral,0.0,neutral,0.0,neutral,0
4627,neutral,neutral,0.0,neutral,0.0,neutral,0
4628,neutral,neutral,0.0,neutral,0.0,neutral,0
4629,neutral,neutral,0.0,neutral,0.0,neutral,0
4630,neutral,neutral,0.0,neutral,0.0,neutral,0
4631,neutral,neutral,0.0,neutral,0.0,neutral,0
4632,neutral,neutral,0.0,neutral,0.0,neutral,0
4633,neutral,neutral,0.0,neutral,0.0,neutral,0
4634,neutral,neutral,0.0,neutral,0.0,neutral,0
4635,neutral,neutral,0.0,neutral,0.0,neutral,0
4636,neutral,neutral,0.0,neutral,0.0,neutral,0
4637,neutral,neutral,0.0,neutral,0.0,neutral,0
4638,neutral,neutral,0.0,neutral,0.0,neutral,0
4639,neutral,neutral,0.0,neutral,0.0,neutral,0
4640,neutral,neutral,0.0,neutral,0.0,neutral,0
4641,neutral,neutral,0.0,neutral,0.0,neutral,0
4642,neutral,neutral,0.0,neutral,0.0,neutral,0
4643,neutral,neutral,0.0,neutral,0.0,neutral,0
4644,neutral,neutral,0.0,neutral,0.0,neutral,0
4645,neutral,neutral,0.0,neutral,0.0,neutral,0
4646,neutral,neutral,0.0,neutral,0.0,neutral,0
4647,neutral,neutral,0.0,neutral,0.0,neutral,0
4648,neutral,neutral,0.0,neutral,0.0,neutral,0
4649,neutral,neutral,0.0,neutral,0.0,neutral,0
4650,neutral,neutral,0.0,neutral,0.0,neutral,0
4651,neutral,neutral,0.0,neutral,0.0,neutral,0
4652,neutral,neutral,0.0,neutral,0.0,neutral,0
4653,neutral,neutral,0.0,neutral,0.0,neutral,0
4654,neutral,neutral,0.0,neutral,0.0,neutral,0
4655,neutral,neutral,0.0,neutral,0.0,neutral,0
4656,neutral,neutral,0.0,neutral,0.0,neutral,0
4657,neutral,neutral,0.0,neutral,0.0,neutral,0
4658,neutral,neutral,0.0,neutral,0.0,neutral,0
4659,neutral,neutral,0.0,neutral,0.0,neutral,0
4660,neutral,neutral,0.0,neutral,0.0,neutral,0
4661,neutral,neutral,0.0,neutral,0.0,neutral,0
4662,neutral,neutral,0.0,neutral,0.0,neutral,0
4663,neutral,neutral,0.0,neutral,0.0,neutral,0
4664,neutral,neutral,0.0,neutral,0.0,neutral,0
4665,neutral,neutral,0.0,neutral,0.0,neutral,0
4666,neutral,neutral,0.0,neutral,0.0,neutral,0
4667,neutral,neutral,0.0,neutral,0.0,neutral,0
4668,neutral,neutral,0.0,neutral,0.0,neutral,0
4669,neutral,neutral,0.0,neutral,0.0,neutral,0
4670,neutral,neutral,0.0,neutral,0.0,neutral,0
4671,neutral,neutral,0.0,neutral,0.0,neutral,0
4672,neutral,neutral,0.0,neutral,0.0,neutral,0
4673,neutral,neutral,0.0,neutral,0.0,neutral,0
4674,neutral,neutral,0.0,neutral,0.0,neutral,0
4675,neutral,neutral,0.0,neutral,0.0,neutral,0
4676,neutral,neutral,0.0,neutral,0.0,neutral,0
4677,neutral,neutral,0.0,neutral,0.0,neutral,0
4678,neutral,neutral,0.0,neutral,0.0,neutral,0
4679,neutral,neutral,0.0,neutral,0.0,neutral,0
4680,neutral,neutral,0.0,neutral,0.0,neutral,0
4681,neutral,neutral,0.0,neutral,0.0,neutral,0
4682,neutral,neutral,0.0,neutral,0.0,neutral,0
4683,neutral,neutral,0.0,neutral,0.0,neutral,0
4684,neutral,neutral,0.0,neutral,0.0,neutral,0
4685,neutral,neutral,0.0,neutral,0.0,neutral,0
4686,neutral,neutral,0.0,neutral,0.0,neutral,0
4687,neutral,neutral,0.0,neutral,0.0,neutral,0
4688,neutral,neutral,0.0,neutral,0.0,neutral,0
4689,neutral,neutral,0.0,neutral,0.0,neutral,0
4690,neutral,neutral,0.0,neutral,0.0,neutral,0
4691,neutral,neutral,0.0,neutral,0.0,neutral,0
4692,neutral,neutral,0.0,neutral,0.0,neutral,0
4693,neutral,neutral,0.0,neutral,0.0,neutral,0
4694,neutral,neutral,0.0,neutral,0.0,neutral,0
4695,neutral,neutral,0.0,neutral,0.0,neutral,0
4696,neutral,neutral,0.0,neutral,0.0,neutral,0
4697,neutral,neutral,0.0,neutral,0.0,neutral,0
4698,neutral,neutral,0.0,neutral,0.0,neutral,0
4699,neutral,neutral,0.0,neutral,0.0,neutral,0
4700,neutral,neutral,0.0,neutral,0.0,neutral,0
4701,neutral,neutral,0.0,neutral,0.0,neutral,0
4702,neutral,neutral,0.0,neutral,0.0,neutral,0
4703,neutral,neutral,0.0,neutral,0.0,neutral,0
4704,neutral,neutral,0.0,neutral,0.0,neutral,0
4705,neutral,neutral,0.0,neutral,0.0,neutral,0
4706,neutral,neutral,0.0,neutral,0.0,neutral,0
4707,neutral,neutral,0.0,neutral,0.0,neutral,0
4708,neutral,neutral,0.0,neutral,0.0,neutral,0
4709,neutral,neutral,0.0,neutral,0.0,neutral,0
4710,neutral,neutral,0.0,neutral,0.0,neutral,0
4711,neutral,neutral,0.0,neutral,0.0,neutral,0
4712,neutral,neutral,0.0,neutral,0.0,neutral,0
4713,neutral,neutral,0.0,neutral,0.0,neutral,0
4714,neutral,neutral,0.0,neutral,0.0,neutral,0
4715,neutral,neutral,0.0,neutral,0.0,neutral,0
4716,neutral,neutral,0.0,neutral,0.0,neutral,0
4717,neutral,neutral,0.0,neutral,0.0,neutral,0
4718,neutral,neutral,0.0,neutral,0.0,neutral,0
4719,neutral,neutral,0.0,neutral,0.0,neutral,0
4720,neutral,neutral,0.0,neutral,0.0,neutral,0
4721,neutral,neutral,0.0,neutral,0.0,neutral,0
4722,neutral,neutral,0.0,neutral,0.0,neutral,0
4723,neutral,neutral,0.0,neutral,0.0,neutral,0
4724,neutral,neutral,0.0,neutral,0.0,neutral,0
4725,neutral,neutral,0.0,neutral,0.0,neutral,0
4726,neutral,neutral,0.0,neutral,0.0,neutral,0
4727,neutral,neutral,0.0,neutral,0.0,neutral,0
4728,neutral,neutral,0.0,neutral,0.0,neutral,0
4729,neutral,neutral,0.0,neutral,0.0,neutral,0
4730,neutral,neutral,0.0,neutral,0.0,neutral,0
4731,neutral,neutral,0.0,neutral,0.0,neutral,0
4732,neutral,neutral,0.0,neutral,0.0,neutral,0
4733,neutral,neutral,0.0,neutral,0.0,neutral,0
4734,neutral,neutral,0.0,neutral,0.0,neutral,0
4735,neutral,neutral,0.0,neutral,0.0,neutral,0
4736,neutral,neutral,0.0,neutral,0.0,neutral,0
4737,neutral,neutral,0.0,neutral,0.0,neutral,0
4738,neutral,neutral,0.0,neutral,0.0,neutral,0
4739,neutral,neutral,0.0,neutral,0.0,neutral,0
4740,neutral,neutral,0.0,neutral,0.0,neutral,0
4741,neutral,neutral,0.0,neutral,0.0,neutral,0
4742,neutral,neutral,0.0,neutral,0.0,neutral,0
4743,neutral,neutral,0.0,neutral,0.0,neutral,0
4744,neutral,neutral,0.0,neutral,0.0,neutral,0
4745,neutral,neutral,0.0,neutral,0.0,neutral,0
4746,neutral,neutral,0.0,neutral,0.0,neutral,0
4747,neutral,neutral,0.0,neutral,0.0,neutral,0
4748,neutral,neutral,0.0,neutral,0.0,neutral,0
4749,neutral,neutral,0.0,neutral,0.0,neutral,0
4750,neutral,neutral,0.0,neutral,0.0,neutral,0
4751,neutral,neutral,0.0,neutral,0.0,neutral,0
4752,neutral,neutral,0.0,neutral,0.0,neutral,0
4753,neutral,neutral,0.0,neutral,0.0,neutral,0
4754,neutral,neutral,0.0,neutral,0.0,neutral,0
4755,neutral,neutral,0.0,neutral,0.0,neutral,0
4756,neutral,neutral,0.0,neutral,0.0,neutral,0
4757,neutral,neutral,0.0,neutral,0.0,neutral,0
4758,neutral,neutral,0.0,neutral,0.0,neutral,0
4759,neutral,neutral,0.0,neutral,0.0,neutral,0
4760,neutral,neutral,0.0,neutral,0.0,neutral,0
4761,neutral,neutral,0.0,neutral,0.0,neutral,0
4762,neutral,neutral,0.0,neutral,0.0,neutral,0
4763,neutral,neutral,0.0,neutral,0.0,neutral,0
4764,neutral,neutral,0.0,neutral,0.0,neutral,0
4765,neutral,neutral,0.0,neutral,0.0,neutral,0
4766,neutral,neutral,0.0,neutral,0.0,neutral,0
4767,neutral,neutral,0.0,neutral,0.0,neutral,0
4768,neutral,neutral,0.0,neutral,0.0,neutral,0
4769,neutral,neutral,0.0,neutral,0.0,neutral,0
4770,neutral,neutral,0.0,neutral,0.0,neutral,0
4771,neutral,neutral,0.0,neutral,0.0,neutral,0
4772,neutral,neutral,0.0,neutral,0.0,neutral,0
4773,neutral,neutral,0.0,neutral,0.0,neutral,0
4774,neutral,neutral,0.0,neutral,0.0,neutral,0
4775,neutral,neutral,0.0,neutral,0.0,neutral,0
4776,neutral,neutral,0.0,neutral,0.0,neutral,0
4777,neutral,neutral,0.0,neutral,0.0,neutral,0
4778,neutral,neutral,0.0,neutral,0.0,neutral,0
4779,neutral,neutral,0.0,neutral,0.0,neutral,0
4780,neutral,neutral,0.0,neutral,0.0,neutral,0
4781,neutral,neutral,0.0,neutral,0.0,neutral,0
4782,neutral,neutral,0.0,neutral,0.0,neutral,0
4783,neutral,neutral,0.0,neutral,0.0,neutral,0
4784,neutral,neutral,0.0,neutral,0.0,neutral,0
4785,neutral,neutral,0.0,neutral,0.0,neutral,0
4786,neutral,neutral,0.0,neutral,0.0,neutral,0
4787,neutral,neutral,0.0,neutral,0.0,neutral,0
4788,neutral,neutral,0.0,neutral,0.0,neutral,0
4789,neutral,neutral,0.0,neutral,0.0,neutral,0
4790,neutral,neutral,0.0,neutral,0.0,neutral,0
4791,neutral,neutral,0.0,neutral,0.0,neutral,0
4792,neutral,neutral,0.0,neutral,0.0,neutral,0
4793,neutral,neutral,0.0,neutral,0.0,neutral,0
4794,neutral,neutral,0.0,neutral,0.0,neutral,0
4795,neutral,neutral,0.0,neutral,0.0,neutral,0
4796,neutral,neutral,0.0,neutral,0.0,neutral,0
4797,neutral,neutral,0.0,neutral,0.0,neutral,0
4798,neutral,neutral,0.0,neutral,0.0,neutral,0
4799,neutral,neutral,0.0,neutral,0.0,neutral,0
4800,neutral,neutral,0.0,neutral,0.0,neutral,0
4801,neutral,neutral,0.0,neutral,0.0,neutral,0
4802,neutral,neutral,0.0,neutral,0.0,neutral,0
4803,neutral,neutral,0.0,neutral,0.0,neutral,0
4804,neutral,neutral,0.0,neutral,0.0,neutral,0
4805,neutral,neutral,0.0,neutral,0.0,neutral,0
4806,neutral,neutral,0.0,neutral,0.0,neutral,0
4807,neutral,neutral,0.0,neutral,0.0,neutral,0
4808,neutral,neutral,0.0,neutral,0.0,neutral,0
4809,neutral,neutral,0.0,neutral,0.0,neutral,0
4810,neutral,neutral,0.0,neutral,0.0,neutral,0
4811,neutral,neutral,0.0,neutral,0.0,neutral,0
4812,neutral,neutral,0.0,neutral,0.0,neutral,0
4813,neutral,neutral,0.0,neutral,0.0,neutral,0
4814,neutral,neutral,0.0,neutral,0.0,neutral,0
4815,neutral,neutral,0.0,neutral,0.0,neutral,0
4816,neutral,neutral,0.0,neutral,0.0,neutral,0
4817,neutral,neutral,0.0,neutral,0.0,neutral,0
4818,neutral,neutral,0.0,neutral,0.0,neutral,0
4819,neutral,neutral,0.0,neutral,0.0,neutral,0
4820,neutral,neutral,0.0,neutral,0.0,neutral,0
4821,neutral,neutral,0.0,neutral,0.0,neutral,0
4822,neutral,neutral,0.0,neutral,0.0,neutral,0
4823,neutral,neutral,0.0,neutral,0.0,neutral,0
4824,neutral,neutral,0.0,neutral,0.0,neutral,0
4825,neutral,neutral,0.0,neutral,0.0,neutral,0
4826,neutral,neutral,0.0,neutral,0.0,neutral,0
4827,neutral,neutral,0.0,neutral,0.0,neutral,0
4828,neutral,neutral,0.0,neutral,0.0,neutral,0
4829,neutral,neutral,0.0,neutral,0.0,neutral,0
4830,neutral,neutral,0.0,neutral,0.0,neutral,0
4831,neutral,neutral,0.0,neutral,0.0,neutral,0
4832,neutral,neutral,0.0,neutral,0.0,neutral,0
4833,neutral,neutral,0.0,neutral,0.0,neutral,0
4834,neutral,neutral,0.0,neutral,0.0,neutral,0
4835,neutral,neutral,0.0,neutral,0.0,neutral,0
4836,neutral,neutral,0.0,neutral,0.0,neutral,0
4837,neutral,neutral,0.0,neutral,0.0,neutral,0
4838,neutral,neutral,0.0,neutral,0.0,neutral,0
4839,neutral,neutral,0.0,neutral,0.0,neutral,0
4840,neutral,neutral,0.0,neutral,0.0,neutral,0
4841,neutral,neutral,0.0,neutral,0.0,neutral,0
4842,neutral,neutral,0.0,neutral,0.0,neutral,0
4843,neutral,neutral,0.0,neutral,0.0,neutral,0
4844,neutral,neutral,0.0,neutral,0.0,neutral,0
4845,neutral,neutral,0.0,neutral,0.0,neutral,0
4846,neutral,neutral,0.0,neutral,0.0,neutral,0
4847,neutral,neutral,0.0,neutral,0.0,neutral,0
4848,neutral,neutral,0.0,neutral,0.0,neutral,0
4849,neutral,neutral,0.0,neutral,0.0,neutral,0
4850,neutral,neutral,0.0,neutral,0.0,neutral,0
4851,neutral,neutral,0.0,neutral,0.0,neutral,0
4852,neutral,neutral,0.0,neutral,0.0,neutral,0
4853,neutral,neutral,0.0,neutral,0.0,neutral,0
4854,neutral,neutral,0.0,neutral,0.0,neutral,0
4855,neutral,neutral,0.0,neutral,0.0,neutral,0
4856,neutral,neutral,0.0,neutral,0.0,neutral,0
4857,neutral,neutral,0.0,neutral,0.0,neutral,0
4858,neutral,neutral,0.0,neutral,0.0,neutral,0
4859,neutral,neutral,0.0,neutral,0.0,neutral,0
4860,neutral,neutral,0.0,neutral,0.0,neutral,0
4861,neutral,neutral,0.0,neutral,0.0,neutral,0
4862,neutral,neutral,0.0,neutral,0.0,neutral,0
4863,neutral,neutral,0.0,neutral,0.0,neutral,0
4864,neutral,neutral,0.0,neutral,0.0,neutral,0
4865,neutral,neutral,0.0,neutral,0.0,neutral,0
4866,neutral,neutral,0.0,neutral,0.0,neutral,0
4867,neutral,neutral,0.0,neutral,0.0,neutral,0
4868,neutral,neutral,0.0,neutral,0.0,neutral,0
4869,neutral,neutral,0.0,neutral,0.0,neutral,0
4870,neutral,neutral,0.0,neutral,0.0,neutral,0
4871,neutral,neutral,0.0,neutral,0.0,neutral,0
4872,neutral,neutral,0.0,neutral,0.0,neutral,0
4873,neutral,neutral,0.0,neutral,0.0,neutral,0
4874,neutral,neutral,0.0,neutral,0.0,neutral,0
4875,neutral,neutral,0.0,neutral,0.0,neutral,0
4876,neutral,neutral,0.0,neutral,0.0,neutral,0
4877,neutral,neutral,0.0,neutral,0.0,neutral,0
4878,neutral,neutral,0.0,neutral,0.0,neutral,0
4879,neutral,neutral,0.0,neutral,0.0,neutral,0
4880,neutral,neutral,0.0,neutral,0.0,neutral,0
4881,neutral,neutral,0.0,neutral,0.0,neutral,0
4882,neutral,neutral,0.0,neutral,0.0,neutral,0
4883,neutral,neutral,0.0,neutral,0.0,neutral,0
4884,neutral,neutral,0.0,neutral,0.0,neutral,0
4885,neutral,neutral,0.0,neutral,0.0,neutral,0
4886,neutral,neutral,0.0,neutral,0.0,neutral,0
4887,neutral,neutral,0.0,neutral,0.0,neutral,0
4888,neutral,neutral,0.0,neutral,0.0,neutral,0
4889,neutral,neutral,0.0,neutral,0.0,neutral,0
4890,neutral,neutral,0.0,neutral,0.0,neutral,0
4891,neutral,neutral,0.0,neutral,0.0,neutral,0
4892,neutral,neutral,0.0,neutral,0.0,neutral,0
4893,neutral,neutral,0.0,neutral,0.0,neutral,0
4894,neutral,neutral,0.0,neutral,0.0,neutral,0
4895,neutral,neutral,0.0,neutral,0.0,neutral,0
4896,neutral,neutral,0.0,neutral,0.0,neutral,0
4897,neutral,neutral,0.0,neutral,0.0,neutral,0
4898,neutral,neutral,0.0,neutral,0.0,neutral,0
4899,neutral,neutral,0.0,neutral,0.0,neutral,0
4900,neutral,neutral,0.0,neutral,0.0,neutral,0
4901,neutral,neutral,0.0,neutral,0.0,neutral,0
4902,neutral,neutral,0.0,neutral,0.0,neutral,0
4903,neutral,neutral,0.0,neutral,0.0,neutral,0
4904,neutral,neutral,0.0,neutral,0.0,neutral,0
4905,neutral,neutral,0.0,neutral,0.0,neutral,0
4906,neutral,neutral,0.0,neutral,0.0,neutral,0
4907,neutral,neutral,0.0,neutral,0.0,neutral,0
4908,neutral,neutral,0.0,neutral,0.0,neutral,0
4909,neutral,neutral,0.0,neutral,0.0,neutral,0
4910,neutral,neutral,0.0,neutral,0.0,neutral,0
4911,neutral,neutral,0.0,neutral,0.0,neutral,0
4912,neutral,neutral,0.0,neutral,0.0,neutral,0
4913,neutral,neutral,0.0,neutral,0.0,neutral,0
4914,neutral,neutral,0.0,neutral,0.0,neutral,0
4915,neutral,neutral,0.0,neutral,0.0,neutral,0
4916,neutral,neutral,0.0,neutral,0.0,neutral,0
4917,neutral,neutral,0.0,neutral,0.0,neutral,0
4918,neutral,neutral,0.0,neutral,0.0,neutral,0
4919,neutral,neutral,0.0,neutral,0.0,neutral,0
4920,neutral,neutral,0.0,neutral,0.0,neutral,0
4921,neutral,neutral,0.0,neutral,0.0,neutral,0
4922,neutral,neutral,0.0,neutral,0.0,neutral,0
4923,neutral,neutral,0.0,neutral,0.0,neutral,0
4924,neutral,neutral,0.0,neutral,0.0,neutral,0
4925,neutral,neutral,0.0,neutral,0.0,neutral,0
4926,neutral,neutral,0.0,neutral,0.0,neutral,0
4927,neutral,neutral,0.0,neutral,0.0,neutral,0
4928,neutral,neutral,0.0,neutral,0.0,neutral,0
4929,neutral,neutral,0.0,neutral,0.0,neutral,0
4930,neutral,neutral,0.0,neutral,0.0,neutral,0
4931,neutral,neutral,0.0,neutral,0.0,neutral,0
4932,neutral,neutral,0.0,neutral,0.0,neutral,0
4933,neutral,neutral,0.0,neutral,0.0,neutral,0
4934,neutral,neutral,0.0,neutral,0.0,neutral,0
4935,neutral,neutral,0.0,neutral,0.0,neutral,0
4936,neutral,neutral,0.0,neutral,0.0,neutral,0
4937,neutral,neutral,0.0,neutral,0.0,neutral,0
4938,neutral,neutral,0.0,neutral,0.0,neutral,0
4939,neutral,neutral,0.0,neutral,0.0,neutral,0
4940,neutral,neutral,0.0,neutral,0.0,neutral,0
4941,neutral,neutral,0.0,neutral,0.0,neutral,0
4942,neutral,neutral,0.0,neutral,0.0,neutral,0
4943,neutral,neutral,0.0,neutral,0.0,neutral,0
4944,neutral,neutral,0.0,neutral,0.0,neutral,0
4945,neutral,neutral,0.0,neutral,0.0,neutral,0
4946,neutral,neutral,0.0,neutral,0.0,neutral,0
4947,neutral,neutral,0.0,neutral,0.0,neutral,0
4948,neutral,neutral,0.0,neutral,0.0,neutral,0
4949,neutral,neutral,0.0,neutral,0.0,neutral,0
4950,neutral,neutral,0.0,neutral,0.0,neutral,0
4951,neutral,neutral,0.0,neutral,0.0,neutral,0
4952,neutral,neutral,0.0,neutral,0.0,neutral,0
4953,neutral,neutral,0.0,neutral,0.0,neutral,0
4954,neutral,neutral,0.0,neutral,0.0,neutral,0
4955,neutral,neutral,0.0,neutral,0.0,neutral,0
4956,neutral,neutral,0.0,neutral,0.0,neutral,0
4957,neutral,neutral,0.0,neutral,0.0,neutral,0
4958,neutral,neutral,0.0,neutral,0.0,neutral,0
4959,neutral,neutral,0.0,neutral,0.0,neutral,0
4960,neutral,neutral,0.0,neutral,0.0,neutral,0
4961,neutral,neutral,0.0,neutral,0.0,neutral,0
4962,neutral,neutral,0.0,neutral,0.0,neutral,0
4963,neutral,neutral,0.0,neutral,0.0,neutral,0
4964,neutral,neutral,0.0,neutral,0.0,neutral,0
4965,neutral,neutral,0.0,neutral,0.0,neutral,0
4966,neutral,neutral,0.0,neutral,0.0,neutral,0
4967,neutral,neutral,0.0,neutral,0.0,neutral,0
4968,neutral,neutral,0.0,neutral,0.0,neutral,0
4969,neutral,neutral,0.0,neutral,0.0,neutral,0
4970,neutral,neutral,0.0,neutral,0.0,neutral,0
4971,neutral,neutral,0.0,neutral,0.0,neutral,0
4972,neutral,neutral,0.0,neutral,0.0,neutral,0
4973,neutral,neutral,0.0,neutral,0.0,neutral,0
4974,neutral,neutral,0.0,neutral,0.0,neutral,0
4975,neutral,neutral,0.0,neutral,0.0,neutral,0
4976,neutral,neutral,0.0,neutral,0.0,neutral,0
4977,neutral,neutral,0.0,neutral,0.0,neutral,0
4978,neutral,neutral,0.0,neutral,0.0,neutral,0
4979,neutral,neutral,0.0,neutral,0.0,neutral,0
4980,neutral,neutral,0.0,neutral,0.0,neutral,0
4981,neutral,neutral,0.0,neutral,0.0,neutral,0
4982,neutral,neutral,0.0,neutral,0.0,neutral,0
4983,neutral,neutral,0.0,neutral,0.0,neutral,0
4984,neutral,neutral,0.0,neutral,0.0,neutral,0
4985,neutral,neutral,0.0,neutral,0.0,neutral,0
4986,neutral,neutral,0.0,neutral,0.0,neutral,0
4987,neutral,neutral,0.0,neutral,0.0,neutral,0
4988,neutral,neutral,0.0,neutral,0.0,neutral,0
4989,neutral,neutral,0.0,neutral,0.0,neutral,0
4990,neutral,neutral,0.0,neutral,0.0,neutral,0
4991,neutral,neutral,0.0,neutral,0.0,neutral,0
4992,neutral,neutral,0.0,neutral,0.0,neutral,0
4993,neutral,neutral,0.0,neutral,0.0,neutral,0
4994,neutral,neutral,0.0,neutral,0.0,neutral,0
4995,neutral,neutral,0.0,neutral,0.0,neutral,0
4996,neutral,neutral,0.0,neutral,0.0,neutral,0
4997,neutral,neutral,0.0,neutral,0.0,neutral,0
4998,neutral,neutral,0.0,neutral,0.0,neutral,0
4999,neutral,neutral,0.0,neutral,0.0,neutral,0
5000,neutral,neutral,0.0,neutral,0.0,neutral,0
5001,neutral,neutral,0.0,neutral,0.0,neutral,0
5002,neutral,neutral,0.0,neutral,0.0,neutral,0
5003,neutral,neutral,0.0,neutral,0.0,neutral,0
5004,neutral,neutral,0.0,neutral,0.0,neutral,0
5005,neutral,neutral,0.0,neutral,0.0,neutral,0
5006,neutral,neutral,0.0,neutral,0.0,neutral,0
5007,neutral,neutral,0.0,neutral,0.0,neutral,0
5008,neutral,neutral,0.0,neutral,0.0,neutral,0
5009,neutral,neutral,0.0,neutral,0.0,neutral,0
5010,neutral,neutral,0.0,neutral,0.0,neutral,0
5011,neutral,neutral,0.0,neutral,0.0,neutral,0
5012,neutral,neutral,0.0,neutral,0.0,neutral,0
5013,neutral,neutral,0.0,neutral,0.0,neutral,0
5014,neutral,neutral,0.0,neutral,0.0,neutral,0
5015,neutral,neutral,0.0,neutral,0.0,neutral,0
5016,neutral,neutral,0.0,neutral,0.0,neutral,0
5017,neutral,neutral,0.0,neutral,0.0,neutral,0
5018,neutral,neutral,0.0,neutral,0.0,neutral,0
5019,neutral,neutral,0.0,neutral,0.0,neutral,0
5020,neutral,neutral,0.0,neutral,0.0,neutral,0
5021,neutral,neutral,0.0,neutral,0.0,neutral,0
5022,neutral,neutral,0.0,neutral,0.0,neutral,0
5023,neutral,neutral,0.0,neutral,0.0,neutral,0
5024,neutral,neutral,0.0,neutral,0.0,neutral,0
5025,neutral,neutral,0.0,neutral,0.0,neutral,0
5026,neutral,neutral,0.0,neutral,0.0,neutral,0
5027,neutral,neutral,0.0,neutral,0.0,neutral,0
5028,neutral,neutral,0.0,neutral,0.0,neutral,0
5029,neutral,neutral,0.0,neutral,0.0,neutral,0
5030,neutral,neutral,0.0,neutral,0.0,neutral,0
5031,neutral,neutral,0.0,neutral,0.0,neutral,0
5032,neutral,neutral,0.0,neutral,0.0,neutral,0
5033,neutral,neutral,0.0,neutral,0.0,neutral,0
5034,neutral,neutral,0.0,neutral,0.0,neutral,0
5035,neutral,neutral,0.0,neutral,0.0,neutral,0
5036,neutral,neutral,0.0,neutral,0.0,neutral,0
5037,neutral,neutral,0.0,neutral,0.0,neutral,0
5038,neutral,neutral,0.0,neutral,0.0,neutral,0
