,act,pow,img,round
115,push,0.5,Car race 2,0
116,push,0.5,Car race 2,0
117,push,0.5,Car race 2,0
118,push,0.5,Car race 2,0
119,push,0.5,Car race 2,0
120,push,0.5,Car race 2,0
121,push,0.5,Car race 2,0
122,push,0.5,Car race 2,0
123,push,0.5,Car race 2,0
124,push,0.5,Car race 2,0
125,push,0.5,Car race 2,0
126,push,0.5,Car race 2,0
127,push,0.5,Car race 2,0
128,push,0.5,Car race 2,0
129,push,0.5,Car race 2,0
130,push,0.5,Car race 2,0
131,push,0.5,Car race 2,0
132,push,0.5,Car race 2,0
133,push,0.5,Car race 2,0
134,push,0.5,Car race 2,0
135,push,0.5,Car race 2,0
136,push,0.5,Car race 2,0
137,push,0.5,Car race 2,0
138,push,0.5,Car race 2,0
139,push,0.5,Car race 2,0
140,push,0.5,Car race 2,0
141,push,0.5,Car race 2,0
142,push,0.5,Car race 2,0
143,push,0.5,Car race 2,0
144,push,0.5,Car race 2,0
145,push,0.5,Car race 2,0
146,push,0.5,Car race 2,0
147,push,0.5,Car race 2,0
148,push,0.5,Car race 2,0
149,push,0.5,Car race 2,0
150,push,0.5,Car race 2,0
151,push,0.5,Car race 2,0
152,push,0.5,Car race 2,0
153,push,0.5,Car race 2,0
154,push,0.5,Car race 2,0
155,push,0.5,Car race 2,0
156,push,0.5,Car race 2,0
157,push,0.5,Car race 2,0
158,push,0.5,Car race 2,0
159,push,0.5,Cat 8,0
160,push,0.5,Cat 8,0
161,push,0.5,Cat 8,0
162,push,0.5,Cat 8,0
163,push,0.5,Cat 8,0
164,push,0.5,Cat 8,0
165,push,0.5,Cat 8,0
166,push,0.5,Cat 8,0
167,push,0.5,Cat 8,0
168,push,0.5,Cat 8,0
169,push,0.5,Cat 8,0
170,push,0.5,Cat 8,0
171,push,0.5,Cat 8,0
172,push,0.5,Cat 8,0
173,push,0.5,Cat 8,0
174,push,0.5,Cat 8,0
175,push,0.5,Cat 8,0
176,push,0.5,Cat 8,0
177,push,0.5,Cat 8,0
178,push,0.5,Cat 8,0
179,push,0.5,Cat 8,0
180,push,0.5,Cat 8,0
181,push,0.5,Cat 8,0
182,push,0.5,Cat 8,0
183,push,0.5,Cat 8,0
184,push,0.5,Cat 8,0
185,push,0.5,Cat 8,0
186,push,0.5,Cat 8,0
187,push,0.5,Cat 8,0
188,push,0.5,Cat 8,0
189,push,0.5,Cat 8,0
190,push,0.5,Cat 8,0
191,push,0.5,Cat 8,0
192,push,0.5,Cat 8,0
193,push,0.5,Cat 8,0
194,push,0.5,Cat 8,0
195,push,0.5,Cat 8,0
196,push,0.5,Cat 8,0
197,push,0.5,Cat 8,0
198,push,0.5,Cat 8,0
199,push,0.5,Cat 8,0
200,push,0.5,Cat 8,0
201,push,0.5,Cat 8,0
202,push,0.5,Cat 8,0
203,push,0.5,Cat 8,0
204,push,0.5,Cat 8,0
205,push,0.5,Cat 8,0
206,push,0.5,Cat 8,0
207,push,0.5,Cat 8,0
208,push,0.5,Cat 8,0
209,push,0.5,Cat 8,0
210,push,0.5,Cat 8,0
211,push,0.5,Cat 8,0
212,push,0.5,Cat 8,0
213,push,0.5,Cat 8,0
214,push,0.5,Cat 8,0
215,push,0.5,Cat 8,0
216,push,0.5,Cat 8,0
217,push,0.5,Cat 8,0
218,push,0.5,Cat 8,0
219,push,0.5,Cat 8,0
220,push,0.5,Cat 8,0
221,push,0.5,Cat 8,0
222,push,0.5,Cat 8,0
223,push,0.5,Cat 8,0
224,push,0.5,Cat 8,0
225,push,0.5,Cat 8,0
226,push,0.5,Cat 8,0
227,push,0.5,Cat 8,0
228,push,0.5,Cat 8,0
229,push,0.5,Cat 8,0
230,push,0.5,Cat 8,0
231,push,0.5,Cat 8,0
232,push,0.5,Cat 8,0
233,push,0.5,Cat 8,0
234,push,0.5,Cat 8,0
235,push,0.5,Cat 8,0
236,push,0.5,Cat 8,0
237,push,0.5,Cat 8,0
238,push,0.5,Cat 8,0
239,push,0.5,Cat 8,0
240,push,0.5,Baby 4,0
241,push,0.5,Baby 4,0
242,push,0.5,Baby 4,0
243,push,0.5,Baby 4,0
244,push,0.5,Baby 4,0
245,push,0.5,Baby 4,0
246,push,0.5,Baby 4,0
247,push,0.5,Baby 4,0
248,push,0.5,Baby 4,0
249,push,0.5,Baby 4,0
250,push,0.5,Baby 4,0
251,push,0.5,Baby 4,0
252,push,0.5,Baby 4,0
253,push,0.5,Baby 4,0
254,push,0.5,Baby 4,0
255,push,0.5,Baby 4,0
256,push,0.5,Baby 4,0
257,push,0.5,Baby 4,0
258,push,0.5,Baby 4,0
259,push,0.5,Baby 4,0
260,push,0.5,Baby 4,0
261,push,0.5,Baby 4,0
262,push,0.5,Baby 4,0
263,push,0.5,Baby 4,0
264,push,0.5,Baby 4,0
265,push,0.5,Baby 4,0
266,push,0.5,Baby 4,0
267,push,0.5,Baby 4,0
268,push,0.5,Baby 4,0
269,push,0.5,Baby 4,0
270,push,0.5,Baby 4,0
271,push,0.5,Baby 4,0
272,push,0.5,Baby 4,0
273,push,0.5,Baby 4,0
274,push,0.5,Baby 4,0
275,push,0.5,Baby 4,0
276,push,0.5,Baby 4,0
277,push,0.5,Baby 4,0
278,push,0.5,Baby 4,0
279,push,0.5,Baby 4,0
280,push,0.5,Baby 4,0
281,push,0.5,Baby 4,0
282,push,0.5,Baby 4,0
283,push,0.5,Baby 4,0
284,push,0.5,Baby 4,0
285,push,0.5,Baby 4,0
286,push,0.5,Baby 4,0
287,push,0.5,Baby 4,0
288,push,0.5,Baby 4,0
289,push,0.5,Baby 4,0
290,push,0.5,Baby 4,0
291,push,0.5,Baby 4,0
292,push,0.5,Baby 4,0
293,push,0.5,Baby 4,0
294,push,0.5,Baby 4,0
295,push,0.5,Baby 4,0
296,push,0.5,Baby 4,0
297,push,0.5,Baby 4,0
298,push,0.5,Baby 4,0
299,push,0.5,Baby 4,0
300,push,0.5,Baby 4,0
301,push,0.5,Baby 4,0
302,push,0.5,Baby 4,0
303,push,0.5,Baby 4,0
304,push,0.5,Baby 4,0
305,push,0.5,Baby 4,0
306,push,0.5,Baby 4,0
307,push,0.5,Baby 4,0
308,push,0.5,Baby 4,0
309,push,0.5,Baby 4,0
310,push,0.5,Baby 4,0
311,push,0.5,Baby 4,0
312,push,0.5,Baby 4,0
313,push,0.5,Baby 4,0
314,push,0.5,Baby 4,0
315,push,0.5,Baby 4,0
316,push,0.5,Baby 4,0
317,push,0.5,Baby 4,0
318,push,0.5,Baby 4,0
319,push,0.5,Baby 4,0
320,push,0.5,Baby 4,0
321,push,0.5,Office supplies 2,0
322,push,0.5,Office supplies 2,0
323,push,0.5,Office supplies 2,0
324,push,0.5,Office supplies 2,0
325,push,0.5,Office supplies 2,0
326,push,0.5,Office supplies 2,0
327,push,0.5,Office supplies 2,0
328,push,0.5,Office supplies 2,0
329,push,0.5,Office supplies 2,0
330,push,0.5,Office supplies 2,0
331,push,0.5,Office supplies 2,0
332,push,0.5,Office supplies 2,0
333,push,0.5,Office supplies 2,0
334,push,0.5,Office supplies 2,0
335,push,0.5,Office supplies 2,0
336,push,0.5,Office supplies 2,0
337,push,0.5,Office supplies 2,0
338,push,0.5,Office supplies 2,0
339,push,0.5,Office supplies 2,0
340,push,0.5,Office supplies 2,0
341,push,0.5,Office supplies 2,0
342,push,0.5,Office supplies 2,0
343,push,0.5,Office supplies 2,0
344,push,0.5,Office supplies 2,0
345,push,0.5,Office supplies 2,0
346,push,0.5,Office supplies 2,0
347,push,0.5,Office supplies 2,0
348,push,0.5,Office supplies 2,0
349,push,0.5,Office supplies 2,0
350,push,0.5,Office supplies 2,0
351,push,0.5,Office supplies 2,0
352,push,0.5,Office supplies 2,0
353,push,0.5,Office supplies 2,0
354,push,0.5,Office supplies 2,0
355,push,0.5,Office supplies 2,0
356,push,0.5,Office supplies 2,0
357,push,0.5,Office supplies 2,0
358,push,0.5,Office supplies 2,0
359,push,0.5,Office supplies 2,0
360,push,0.5,Office supplies 2,0
361,push,0.5,Office supplies 2,0
362,push,0.5,Office supplies 2,0
363,push,0.5,Office supplies 2,0
364,push,0.5,Office supplies 2,0
365,push,0.5,Office supplies 2,0
366,push,0.5,Office supplies 2,0
367,push,0.5,Office supplies 2,0
368,push,0.5,Office supplies 2,0
369,push,0.5,Office supplies 2,0
370,push,0.5,Office supplies 2,0
371,push,0.5,Office supplies 2,0
372,push,0.5,Office supplies 2,0
373,push,0.5,Office supplies 2,0
374,push,0.5,Office supplies 2,0
375,push,0.5,Office supplies 2,0
376,push,0.5,Office supplies 2,0
377,push,0.5,Office supplies 2,0
378,push,0.5,Office supplies 2,0
379,push,0.5,Office supplies 2,0
380,push,0.5,Office supplies 2,0
381,push,0.5,Office supplies 2,0
382,push,0.5,Office supplies 2,0
383,push,0.5,Office supplies 2,0
384,push,0.5,Office supplies 2,0
385,push,0.5,Office supplies 2,0
386,push,0.5,Office supplies 2,0
387,push,0.5,Office supplies 2,0
388,push,0.5,Office supplies 2,0
389,push,0.5,Office supplies 2,0
390,push,0.5,Office supplies 2,0
391,push,0.5,Office supplies 2,0
392,push,0.5,Office supplies 2,0
393,push,0.5,Office supplies 2,0
394,push,0.5,Office supplies 2,0
395,push,0.5,Office supplies 2,0
396,push,0.5,Office supplies 2,0
397,push,0.5,Office supplies 2,0
398,push,0.5,Office supplies 2,0
399,push,0.5,Office supplies 2,0
400,push,0.5,Office supplies 2,0
401,push,0.5,Office supplies 2,0
402,push,0.5,Lava 1,0
403,push,0.5,Lava 1,0
404,push,0.5,Lava 1,0
405,push,0.5,Lava 1,0
406,push,0.5,Lava 1,0
407,push,0.5,Lava 1,0
408,push,0.5,Lava 1,0
409,push,0.5,Lava 1,0
410,push,0.5,Lava 1,0
411,push,0.5,Lava 1,0
412,push,0.5,Lava 1,0
413,push,0.5,Lava 1,0
414,push,0.5,Lava 1,0
415,push,0.5,Lava 1,0
416,push,0.5,Lava 1,0
417,push,0.5,Lava 1,0
418,push,0.5,Lava 1,0
419,push,0.5,Lava 1,0
420,push,0.5,Lava 1,0
421,push,0.5,Lava 1,0
422,push,0.5,Lava 1,0
423,push,0.5,Lava 1,0
424,push,0.5,Lava 1,0
425,push,0.5,Lava 1,0
426,push,0.5,Lava 1,0
427,push,0.5,Lava 1,0
428,push,0.5,Lava 1,0
429,push,0.5,Lava 1,0
430,push,0.5,Lava 1,0
431,push,0.5,Lava 1,0
432,push,0.5,Lava 1,0
433,push,0.5,Lava 1,0
434,push,0.5,Lava 1,0
435,push,0.5,Lava 1,0
436,push,0.5,Lava 1,0
437,push,0.5,Lava 1,0
438,push,0.5,Lava 1,0
439,push,0.5,Lava 1,0
440,push,0.5,Lava 1,0
441,push,0.5,Lava 1,0
442,push,0.5,Lava 1,0
443,push,0.5,Lava 1,0
444,push,0.5,Lava 1,0
445,push,0.5,Lava 1,0
446,push,0.5,Lava 1,0
447,push,0.5,Lava 1,0
448,push,0.5,Lava 1,0
449,push,0.5,Lava 1,0
450,push,0.5,Lava 1,0
451,push,0.5,Lava 1,0
452,push,0.5,Lava 1,0
453,push,0.5,Lava 1,0
454,push,0.5,Lava 1,0
455,push,0.5,Lava 1,0
456,push,0.5,Lava 1,0
457,push,0.5,Lava 1,0
458,push,0.5,Lava 1,0
459,push,0.5,Lava 1,0
460,push,0.5,Lava 1,0
461,push,0.5,Lava 1,0
462,push,0.5,Lava 1,0
463,push,0.5,Lava 1,0
464,push,0.5,Lava 1,0
465,push,0.5,Lava 1,0
466,push,0.5,Lava 1,0
467,push,0.5,Lava 1,0
468,push,0.5,Lava 1,0
469,push,0.5,Lava 1,0
470,push,0.5,Lava 1,0
471,push,0.5,Lava 1,0
472,push,0.5,Lava 1,0
473,push,0.5,Lava 1,0
474,push,0.5,Lava 1,0
475,push,0.5,Lava 1,0
476,push,0.5,Lava 1,0
477,push,0.5,Lava 1,0
478,push,0.5,Lava 1,0
479,push,0.5,Lava 1,0
480,push,0.5,Lava 1,0
481,push,0.5,Lava 1,0
482,push,0.5,Lava 1,0
483,push,0.5,Mother 4,0
484,push,0.5,Mother 4,0
485,push,0.5,Mother 4,0
486,push,0.5,Mother 4,0
487,push,0.5,Mother 4,0
488,push,0.5,Mother 4,0
489,push,0.5,Mother 4,0
490,push,0.5,Mother 4,0
491,push,0.5,Mother 4,0
492,push,0.5,Mother 4,0
493,push,0.5,Mother 4,0
494,push,0.5,Mother 4,0
495,push,0.5,Mother 4,0
496,push,0.5,Mother 4,0
497,push,0.5,Mother 4,0
498,push,0.5,Mother 4,0
499,push,0.5,Mother 4,0
500,push,0.5,Mother 4,0
501,push,0.5,Mother 4,0
502,push,0.5,Mother 4,0
503,push,0.5,Mother 4,0
504,push,0.5,Mother 4,0
505,push,0.5,Mother 4,0
506,push,0.5,Mother 4,0
507,push,0.5,Mother 4,0
508,push,0.5,Mother 4,0
509,push,0.5,Mother 4,0
510,push,0.5,Mother 4,0
511,push,0.5,Mother 4,0
512,push,0.5,Mother 4,0
513,push,0.5,Mother 4,0
514,push,0.5,Mother 4,0
515,push,0.5,Mother 4,0
516,push,0.5,Mother 4,0
517,push,0.5,Mother 4,0
518,push,0.5,Mother 4,0
519,push,0.5,Mother 4,0
520,push,0.5,Mother 4,0
521,push,0.5,Mother 4,0
522,push,0.5,Mother 4,0
523,push,0.5,Mother 4,0
524,push,0.5,Mother 4,0
525,push,0.5,Mother 4,0
526,push,0.5,Mother 4,0
527,push,0.5,Mother 4,0
528,push,0.5,Mother 4,0
529,push,0.5,Mother 4,0
530,push,0.5,Mother 4,0
531,push,0.5,Mother 4,0
532,push,0.5,Mother 4,0
533,push,0.5,Mother 4,0
534,push,0.5,Mother 4,0
535,push,0.5,Mother 4,0
536,push,0.5,Mother 4,0
537,push,0.5,Mother 4,0
538,push,0.5,Mother 4,0
539,push,0.5,Mother 4,0
540,push,0.5,Mother 4,0
541,push,0.5,Mother 4,0
542,push,0.5,Mother 4,0
543,push,0.5,Mother 4,0
544,push,0.5,Mother 4,0
545,push,0.5,Mother 4,0
546,push,0.5,Mother 4,0
547,push,0.5,Mother 4,0
548,push,0.5,Mother 4,0
549,push,0.5,Mother 4,0
550,push,0.5,Mother 4,0
551,push,0.5,Mother 4,0
552,push,0.5,Mother 4,0
553,push,0.5,Mother 4,0
554,push,0.5,Mother 4,0
555,push,0.5,Mother 4,0
556,push,0.5,Mother 4,0
557,push,0.5,Mother 4,0
558,push,0.5,Mother 4,0
559,push,0.5,Mother 4,0
560,push,0.5,Mother 4,0
561,push,0.5,Mother 4,0
562,push,0.5,Mother 4,0
563,push,0.5,Wall 2,0
564,push,0.5,Wall 2,0
565,push,0.5,Wall 2,0
566,push,0.5,Wall 2,0
567,push,0.5,Wall 2,0
568,push,0.5,Wall 2,0
569,push,0.5,Wall 2,0
570,push,0.5,Wall 2,0
571,push,0.5,Wall 2,0
572,push,0.5,Wall 2,0
573,push,0.5,Wall 2,0
574,push,0.5,Wall 2,0
575,push,0.5,Wall 2,0
576,push,0.5,Wall 2,0
577,push,0.5,Wall 2,0
578,push,0.5,Wall 2,0
579,push,0.5,Wall 2,0
580,push,0.5,Wall 2,0
581,push,0.5,Wall 2,0
582,push,0.5,Wall 2,0
583,push,0.5,Wall 2,0
584,push,0.5,Wall 2,0
585,push,0.5,Wall 2,0
586,push,0.5,Wall 2,0
587,push,0.5,Wall 2,0
588,push,0.5,Wall 2,0
589,push,0.5,Wall 2,0
590,push,0.5,Wall 2,0
591,push,0.5,Wall 2,0
592,push,0.5,Wall 2,0
593,push,0.5,Wall 2,0
594,push,0.5,Wall 2,0
595,push,0.5,Wall 2,0
596,push,0.5,Wall 2,0
597,push,0.5,Wall 2,0
598,push,0.5,Wall 2,0
599,push,0.5,Wall 2,0
600,push,0.5,Wall 2,0
601,push,0.5,Wall 2,0
602,push,0.5,Wall 2,0
603,push,0.5,Wall 2,0
604,push,0.5,Wall 2,0
605,push,0.5,Wall 2,0
606,push,0.5,Wall 2,0
607,push,0.5,Wall 2,0
608,push,0.5,Wall 2,0
609,push,0.5,Wall 2,0
610,push,0.5,Wall 2,0
611,push,0.5,Wall 2,0
612,push,0.5,Wall 2,0
613,push,0.5,Wall 2,0
614,push,0.5,Wall 2,0
615,push,0.5,Wall 2,0
616,push,0.5,Wall 2,0
617,push,0.5,Wall 2,0
618,push,0.5,Wall 2,0
619,push,0.5,Wall 2,0
620,push,0.5,Wall 2,0
621,push,0.5,Wall 2,0
622,push,0.5,Wall 2,0
623,push,0.5,Wall 2,0
624,push,0.5,Wall 2,0
625,push,0.5,Wall 2,0
626,push,0.5,Wall 2,0
627,push,0.5,Wall 2,0
628,push,0.5,Wall 2,0
629,push,0.5,Wall 2,0
630,push,0.5,Wall 2,0
631,push,0.5,Wall 2,0
632,push,0.5,Wall 2,0
633,push,0.5,Wall 2,0
634,push,0.5,Wall 2,0
635,push,0.5,Wall 2,0
636,push,0.5,Wall 2,0
637,push,0.5,Wall 2,0
638,push,0.5,Wall 2,0
639,push,0.5,Wall 2,0
640,push,0.5,Wall 2,0
641,push,0.5,Wall 2,0
642,push,0.5,Wall 2,0
643,push,0.5,Wall 2,0
644,push,0.5,Lightning 3,0
645,push,0.5,Lightning 3,0
646,push,0.5,Lightning 3,0
647,push,0.5,Lightning 3,0
648,push,0.5,Lightning 3,0
649,push,0.5,Lightning 3,0
650,push,0.5,Lightning 3,0
651,push,0.5,Lightning 3,0
652,push,0.5,Lightning 3,0
653,push,0.5,Lightning 3,0
654,push,0.5,Lightning 3,0
655,push,0.5,Lightning 3,0
656,push,0.5,Lightning 3,0
657,push,0.5,Lightning 3,0
658,push,0.5,Lightning 3,0
659,push,0.5,Lightning 3,0
660,push,0.5,Lightning 3,0
661,push,0.5,Lightning 3,0
662,push,0.5,Lightning 3,0
663,push,0.5,Lightning 3,0
664,push,0.5,Lightning 3,0
665,push,0.5,Lightning 3,0
666,push,0.5,Lightning 3,0
667,push,0.5,Lightning 3,0
668,push,0.5,Lightning 3,0
669,push,0.5,Lightning 3,0
670,push,0.5,Lightning 3,0
671,push,0.5,Lightning 3,0
672,push,0.5,Lightning 3,0
673,push,0.5,Lightning 3,0
674,push,0.5,Lightning 3,0
675,push,0.5,Lightning 3,0
676,push,0.5,Lightning 3,0
677,push,0.5,Lightning 3,0
678,push,0.5,Lightning 3,0
679,push,0.5,Lightning 3,0
680,push,0.5,Lightning 3,0
681,push,0.5,Lightning 3,0
682,push,0.5,Lightning 3,0
683,push,0.5,Lightning 3,0
684,push,0.5,Lightning 3,0
685,push,0.5,Lightning 3,0
686,push,0.5,Lightning 3,0
687,push,0.5,Lightning 3,0
688,push,0.5,Lightning 3,0
689,push,0.5,Lightning 3,0
690,push,0.5,Lightning 3,0
691,push,0.5,Lightning 3,0
692,push,0.5,Lightning 3,0
693,push,0.5,Lightning 3,0
694,push,0.5,Lightning 3,0
695,push,0.5,Lightning 3,0
696,push,0.5,Lightning 3,0
697,push,0.5,Lightning 3,0
698,push,0.5,Lightning 3,0
699,push,0.5,Lightning 3,0
700,push,0.5,Lightning 3,0
701,push,0.5,Lightning 3,0
702,push,0.5,Lightning 3,0
703,push,0.5,Lightning 3,0
704,push,0.5,Lightning 3,0
705,push,0.5,Lightning 3,0
706,push,0.5,Lightning 3,0
707,push,0.5,Lightning 3,0
708,push,0.5,Lightning 3,0
709,push,0.5,Lightning 3,0
710,push,0.5,Lightning 3,0
711,push,0.5,Lightning 3,0
712,push,0.5,Lightning 3,0
713,push,0.5,Lightning 3,0
714,push,0.5,Lightning 3,0
715,push,0.5,Lightning 3,0
716,push,0.5,Lightning 3,0
717,push,0.5,Lightning 3,0
718,push,0.5,Lightning 3,0
719,push,0.5,Lightning 3,0
720,push,0.5,Lightning 3,0
721,push,0.5,Lightning 3,0
722,push,0.5,Lightning 3,0
723,push,0.5,Lightning 3,0
724,push,0.5,Lightning 3,0
725,push,0.5,Tumor 1,0
726,push,0.5,Tumor 1,0
727,push,0.5,Tumor 1,0
728,push,0.5,Tumor 1,0
729,push,0.5,Tumor 1,0
730,push,0.5,Tumor 1,0
731,push,0.5,Tumor 1,0
732,push,0.5,Tumor 1,0
733,push,0.5,Tumor 1,0
734,push,0.5,Tumor 1,0
735,push,0.5,Tumor 1,0
736,push,0.5,Tumor 1,0
737,push,0.5,Tumor 1,0
738,push,0.5,Tumor 1,0
739,push,0.5,Tumor 1,0
740,push,0.5,Tumor 1,0
741,push,0.5,Tumor 1,0
742,push,0.5,Tumor 1,0
743,push,0.5,Tumor 1,0
744,push,0.5,Tumor 1,0
745,push,0.5,Tumor 1,0
746,push,0.5,Tumor 1,0
747,push,0.5,Tumor 1,0
748,push,0.5,Tumor 1,0
749,push,0.5,Tumor 1,0
750,push,0.5,Tumor 1,0
751,push,0.5,Tumor 1,0
752,push,0.5,Tumor 1,0
753,push,0.5,Tumor 1,0
754,push,0.5,Tumor 1,0
755,push,0.5,Tumor 1,0
756,push,0.5,Tumor 1,0
757,push,0.5,Tumor 1,0
758,push,0.5,Tumor 1,0
759,push,0.5,Tumor 1,0
760,push,0.5,Tumor 1,0
761,push,0.5,Tumor 1,0
762,push,0.5,Tumor 1,0
763,push,0.5,Tumor 1,0
764,push,0.5,Tumor 1,0
765,push,0.5,Tumor 1,0
766,push,0.5,Tumor 1,0
767,push,0.5,Tumor 1,0
768,push,0.5,Tumor 1,0
769,push,0.5,Tumor 1,0
770,push,0.5,Tumor 1,0
771,push,0.5,Tumor 1,0
772,push,0.5,Tumor 1,0
773,push,0.5,Tumor 1,0
774,push,0.5,Tumor 1,0
775,push,0.5,Tumor 1,0
776,push,0.5,Tumor 1,0
777,push,0.5,Tumor 1,0
778,push,0.5,Tumor 1,0
779,push,0.5,Tumor 1,0
780,push,0.5,Tumor 1,0
781,push,0.5,Tumor 1,0
782,push,0.5,Tumor 1,0
783,push,0.5,Tumor 1,0
784,push,0.5,Tumor 1,0
785,push,0.5,Tumor 1,0
786,push,0.5,Tumor 1,0
787,push,0.5,Tumor 1,0
788,push,0.5,Tumor 1,0
789,push,0.5,Tumor 1,0
790,push,0.5,Tumor 1,0
791,push,0.5,Tumor 1,0
792,push,0.5,Tumor 1,0
793,push,0.5,Tumor 1,0
794,push,0.5,Tumor 1,0
795,push,0.5,Tumor 1,0
796,push,0.5,Tumor 1,0
797,push,0.5,Tumor 1,0
798,push,0.5,Tumor 1,0
799,push,0.5,Tumor 1,0
800,push,0.5,Tumor 1,0
801,push,0.5,Tumor 1,0
802,push,0.5,Tumor 1,0
803,push,0.5,Tumor 1,0
804,push,0.5,Tumor 1,0
805,push,0.5,Tumor 1,0
806,push,0.5,Dog 14,0
807,push,0.5,Dog 14,0
808,push,0.5,Dog 14,0
809,push,0.5,Dog 14,0
810,push,0.5,Dog 14,0
811,push,0.5,Dog 14,0
812,push,0.5,Dog 14,0
813,push,0.5,Dog 14,0
814,push,0.5,Dog 14,0
815,push,0.5,Dog 14,0
816,push,0.5,Dog 14,0
817,push,0.5,Dog 14,0
818,push,0.5,Dog 14,0
819,push,0.5,Dog 14,0
820,push,0.5,Dog 14,0
821,push,0.5,Dog 14,0
822,push,0.5,Dog 14,0
823,push,0.5,Dog 14,0
824,push,0.5,Dog 14,0
825,push,0.5,Dog 14,0
826,push,0.5,Dog 14,0
827,push,0.5,Dog 14,0
828,push,0.5,Dog 14,0
829,push,0.5,Dog 14,0
830,push,0.5,Dog 14,0
831,push,0.5,Dog 14,0
832,push,0.5,Dog 14,0
833,push,0.5,Dog 14,0
834,push,0.5,Dog 14,0
835,push,0.5,Dog 14,0
836,push,0.5,Dog 14,0
837,push,0.5,Dog 14,0
838,push,0.5,Dog 14,0
839,push,0.5,Dog 14,0
840,push,0.5,Dog 14,0
841,push,0.5,Dog 14,0
842,push,0.5,Dog 14,0
843,push,0.5,Dog 14,0
844,push,0.5,Dog 14,0
845,push,0.5,Dog 14,0
846,push,0.5,Dog 14,0
847,push,0.5,Dog 14,0
848,push,0.5,Dog 14,0
849,push,0.5,Dog 14,0
850,push,0.5,Dog 14,0
851,push,0.5,Dog 14,0
852,push,0.5,Dog 14,0
